currency,to_euro,to_isl,date
USD,0.945,3.9491,10/10/2023
USD,0.94304,3.9548,10/11/2023
USD,0.94171,3.9582,10/12/2023
USD,0.95021,3.9758,10/13/2023
USD,0.95021,3.9758,10/14/2023
USD,0.95021,3.9758,10/15/2023
USD,0.94895,3.9908,10/16/2023
USD,0.94616,3.9989,10/17/2023
USD,0.94652,4.0241,10/18/2023
USD,0.94715,4.0319,10/19/2023
USD,0.9442,4.0565,10/20/2023
USD,0.9442,4.0565,10/21/2023
USD,0.9442,4.0565,10/22/2023
USD,0.94366,4.0615,10/23/2023
USD,0.94056,4.061,10/24/2023
USD,0.94554,4.0646,10/25/2023
USD,0.94877,4.0803,10/26/2023
USD,0.94868,4.0701,10/27/2023
USD,0.94868,4.0701,10/28/2023
USD,0.94868,4.0701,10/29/2023
USD,0.94295,4.0512,10/30/2023
USD,0.94171,4.0264,10/31/2023
USD,0.94904,4.0274,11/1/2023
USD,0.938,3.9568,11/2/2023
USD,0.9344,3.9704,11/3/2023
USD,0.9344,3.9704,11/4/2023
USD,0.9344,3.9704,11/5/2023
USD,0.93101,3.8845,11/6/2023
USD,0.9358,3.8649,11/7/2023
USD,0.93712,3.8507,11/8/2023
USD,0.93537,3.8444,11/9/2023
USD,0.93607,3.8807,11/10/2023
USD,0.93607,3.8807,11/11/2023
USD,0.93607,3.8807,11/12/2023
USD,0.93721,3.8676,11/13/2023
USD,0.93249,3.8341,11/14/2023
USD,0.92013,3.7673,11/15/2023
USD,0.92174,3.7764,11/16/2023
USD,0.91979,3.724,11/17/2023
USD,0.91979,3.724,11/18/2023
USD,0.91979,3.724,11/19/2023
USD,0.91508,3.7345,11/20/2023
USD,0.91283,3.7111,11/21/2023
USD,0.91651,3.7245,11/22/2023
USD,0.91743,3.7417,11/23/2023
USD,0.91609,3.7383,11/24/2023
USD,0.91609,3.7383,11/25/2023
USD,0.91609,3.7383,11/26/2023
USD,0.91316,3.7273,11/27/2023
USD,0.91333,3.7032,11/28/2023
USD,0.91033,3.6746,11/29/2023
USD,0.91483,3.7139,11/30/2023
USD,0.91954,3.7269,12/1/2023
USD,0.91954,3.7269,12/2/2023
USD,0.91954,3.7269,12/3/2023
USD,0.92013,3.7176,12/4/2023
USD,0.92447,3.7265,12/5/2023
USD,0.92782,3.7084,12/6/2023
USD,0.92842,3.7008,12/7/2023
USD,0.9279,3.7099,12/8/2023
USD,0.9279,3.7099,12/9/2023
USD,0.9279,3.7099,12/10/2023
USD,0.92963,3.7164,12/11/2023
USD,0.92558,3.7064,12/12/2023
USD,0.92704,3.7055,12/13/2023
USD,0.91583,3.6875,12/14/2023
USD,0.91358,3.6696,12/15/2023
USD,0.91358,3.6696,12/16/2023
USD,0.91358,3.6696,12/17/2023
USD,0.91592,3.6522,12/18/2023
USD,0.91224,3.6503,12/19/2023
USD,0.91374,3.6534,12/20/2023
USD,0.9105,3.6163,12/21/2023
USD,0.90719,3.6074,12/22/2023
USD,0.90719,3.6074,12/23/2023
USD,0.90719,3.6074,12/24/2023
USD,0.90719,3.6074,12/25/2023
USD,0.90719,3.6074,12/26/2023
USD,0.90375,3.6175,12/27/2023
USD,0.89977,3.6189,12/28/2023
USD,0.90498,3.6193,12/29/2023
USD,0.90498,3.6193,12/30/2023
USD,0.90498,3.6193,12/31/2023
USD,0.90498,3.6193,1/1/2024
USD,0.91274,3.624,1/2/2024
USD,0.91583,3.6512,1/3/2024
USD,0.91299,3.6495,1/4/2024
USD,0.91567,3.6804,1/5/2024
USD,0.91567,3.6804,1/6/2024
USD,0.91567,3.6804,1/7/2024
USD,0.91358,3.7133,1/8/2024
USD,0.91408,3.7278,1/9/2024
USD,0.91358,3.7625,1/10/2024
USD,0.91017,3.7357,1/11/2024
USD,0.91391,3.7394,1/12/2024
USD,0.91391,3.7394,1/13/2024
USD,0.91391,3.7394,1/14/2024
USD,0.91366,3.7528,1/15/2024
USD,0.91895,3.7663,1/16/2024
USD,0.91937,3.7831,1/17/2024
USD,0.91954,3.7675,1/18/2024
USD,0.91853,3.7403,1/19/2024
USD,0.91853,3.7403,1/20/2024
USD,0.91853,3.7403,1/21/2024
USD,0.91827,3.7652,1/22/2024
USD,0.91979,3.7648,1/23/2024
USD,0.91701,3.7134,1/24/2024
USD,0.91802,3.7014,1/25/2024
USD,0.91988,3.6848,1/26/2024
USD,0.91988,3.6848,1/27/2024
USD,0.91988,3.6848,1/28/2024
USD,0.92396,3.6805,1/29/2024
USD,0.922,3.648,1/30/2024
USD,0.92276,3.6386,1/31/2024
USD,0.92473,3.6566,2/1/2024
USD,0.91886,3.6465,2/2/2024
USD,0.91886,3.6465,2/3/2024
USD,0.91886,3.6465,2/4/2024
USD,0.93058,3.6752,2/5/2024
USD,0.93084,3.6484,2/6/2024
USD,0.92799,3.6406,2/7/2024
USD,0.92954,3.6821,2/8/2024
USD,0.92833,3.6845,2/9/2024
USD,0.92833,3.6845,2/10/2024
USD,0.92833,3.6845,2/11/2024
USD,0.92825,3.6703,2/12/2024
USD,0.92653,3.6433,2/13/2024
USD,0.93345,3.661,2/14/2024
USD,0.93084,3.6276,2/15/2024
USD,0.92868,3.6092,2/16/2024
USD,0.92868,3.6092,2/17/2024
USD,0.92868,3.6092,2/18/2024
USD,0.92799,3.626,2/19/2024
USD,0.92575,3.6569,2/20/2024
USD,0.92515,3.6764,2/21/2024
USD,0.92217,3.6524,2/22/2024
USD,0.92302,3.6295,2/23/2024
USD,0.92302,3.6295,2/24/2024
USD,0.92302,3.6295,2/25/2024
USD,0.92149,3.6494,2/26/2024
USD,0.92115,3.624,2/27/2024
USD,0.92524,3.6052,2/28/2024
USD,0.9237,3.5781,2/29/2024
USD,0.92481,3.5626,3/1/2024
USD,0.92481,3.5626,3/2/2024
USD,0.92481,3.5626,3/3/2024
USD,0.922,3.5751,3/4/2024
USD,0.92174,3.5979,3/5/2024
USD,0.91962,3.606,3/6/2024
USD,0.91785,3.5881,3/7/2024
USD,0.91475,3.5751,3/8/2024
USD,0.91475,3.5751,3/9/2024
USD,0.91475,3.5751,3/10/2024
USD,0.91525,3.6087,3/11/2024
USD,0.91609,3.6571,3/12/2024
USD,0.91416,3.6518,3/13/2024
USD,0.91533,3.6322,3/14/2024
USD,0.91811,3.6551,3/15/2024
USD,0.91811,3.6551,3/16/2024
USD,0.91811,3.6551,3/17/2024
USD,0.91811,3.6503,3/18/2024
USD,0.92132,3.6673,3/19/2024
USD,0.92217,3.6717,3/20/2024
USD,0.91684,3.5927,3/21/2024
USD,0.92396,3.6279,3/22/2024
USD,0.92396,3.6279,3/23/2024
USD,0.92396,3.6279,3/24/2024
USD,0.92293,3.6335,3/25/2024
USD,0.92123,3.6616,3/26/2024
USD,0.92456,3.6596,3/27/2024
USD,0.92498,3.6813,3/28/2024
USD,0.92498,3.6813,3/29/2024
USD,0.92498,3.6813,3/30/2024
USD,0.92498,3.6813,3/31/2024
USD,0.92498,3.6813,4/1/2024
USD,0.93032,3.7051,4/2/2024
USD,0.92739,3.7248,4/3/2024
USD,0.92149,3.7172,4/4/2024
USD,0.92242,3.7566,4/5/2024
USD,0.92242,3.7566,4/6/2024
USD,0.92242,3.7566,4/7/2024
USD,0.92396,3.6989,4/8/2024
USD,0.92022,3.691,4/9/2024
USD,0.92081,3.7131,4/10/2024
USD,0.93205,3.7562,4/11/2024
USD,0.93879,3.7716,4/12/2024
USD,0.93879,3.7716,4/13/2024
USD,0.93879,3.7716,4/14/2024
USD,0.93844,3.7142,4/15/2024
USD,0.94011,3.7606,4/16/2024
USD,0.94003,3.7764,4/17/2024
USD,0.93642,3.7797,4/18/2024
USD,0.9387,3.7718,4/19/2024
USD,0.9387,3.7718,4/20/2024
USD,0.9387,3.7718,4/21/2024
USD,0.94056,3.7673,4/22/2024
USD,0.93686,3.787,4/23/2024
USD,0.9358,3.7749,4/24/2024
USD,0.93284,3.7916,4/25/2024
USD,0.93336,3.8079,4/26/2024
USD,0.93336,3.8079,4/27/2024
USD,0.93336,3.8079,4/28/2024
USD,0.93284,3.7608,4/29/2024
USD,0.93301,3.7481,4/30/2024
USD,0.93301,3.7481,5/1/2024
USD,0.93475,3.7433,5/2/2024
USD,0.93075,3.7177,5/3/2024
USD,0.93075,3.7177,5/4/2024
USD,0.93075,3.7177,5/5/2024
USD,0.92799,3.7418,5/6/2024
USD,0.92885,3.7206,5/7/2024
USD,0.93084,3.7125,5/8/2024
USD,0.93179,3.7402,5/9/2024
USD,0.92773,3.7194,5/10/2024
USD,0.92773,3.7194,5/11/2024
USD,0.92773,3.7194,5/12/2024
USD,0.92635,3.7203,5/13/2024
USD,0.92627,3.7133,5/14/2024
USD,0.92319,3.6955,5/15/2024
USD,0.9203,3.6865,5/16/2024
USD,0.92217,3.718,5/17/2024
USD,0.92217,3.718,5/18/2024
USD,0.92217,3.718,5/19/2024
USD,0.92073,3.7075,5/20/2024
USD,0.92047,3.6719,5/21/2024
USD,0.92336,3.6799,5/22/2024
USD,0.92132,3.6727,5/23/2024
USD,0.92251,3.6717,5/24/2024
USD,0.92251,3.6717,5/25/2024
USD,0.92251,3.6717,5/26/2024
USD,0.92225,3.6753,5/27/2024
USD,0.91895,3.671,5/28/2024
USD,0.92106,3.6984,5/29/2024
USD,0.92464,3.7214,5/30/2024
USD,0.92149,3.7175,5/31/2024
USD,0.92149,3.7175,6/1/2024
USD,0.92149,3.7175,6/2/2024
USD,0.92234,3.6609,6/3/2024
USD,0.92039,3.6861,6/4/2024
USD,0.91979,3.707,6/5/2024
USD,0.92039,3.7278,6/6/2024
USD,0.9176,3.7367,6/7/2024
USD,0.9176,3.7367,6/8/2024
USD,0.9176,3.7367,6/9/2024
USD,0.92971,3.7414,6/10/2024
USD,0.93197,3.7207,6/11/2024
USD,0.92894,3.7066,6/12/2024
USD,0.9273,3.7192,6/13/2024
USD,0.9358,3.729,6/14/2024
USD,0.9358,3.729,6/15/2024
USD,0.9358,3.729,6/16/2024
USD,0.93353,3.7266,6/17/2024
USD,0.93327,3.7207,6/18/2024
USD,0.93032,3.7174,6/19/2024
USD,0.93292,3.7268,6/20/2024
USD,0.93563,3.7516,6/21/2024
USD,0.93563,3.7516,6/22/2024
USD,0.93563,3.7516,6/23/2024
USD,0.93197,3.7281,6/24/2024
USD,0.93336,3.7304,6/25/2024
USD,0.93554,3.7472,6/26/2024
USD,0.93493,3.7557,6/27/2024
USD,0.93414,3.7553,6/28/2024
USD,0.93414,3.7553,6/29/2024
USD,0.93414,3.7553,6/30/2024
USD,0.93067,3.751,7/1/2024
USD,0.93205,3.7665,7/2/2024
USD,0.92954,3.7643,7/3/2024
USD,0.92593,3.7478,7/4/2024
USD,0.92387,3.7111,7/5/2024
USD,0.92387,3.7111,7/6/2024
USD,0.92387,3.7111,7/7/2024
USD,0.92293,3.6939,7/8/2024
USD,0.92473,3.6733,7/9/2024
USD,0.92379,3.6558,7/10/2024
USD,0.92123,3.6404,7/11/2024
USD,0.91827,3.6298,7/12/2024
USD,0.91827,3.6298,7/13/2024
USD,0.91827,3.6298,7/14/2024
USD,0.91684,3.6132,7/15/2024
USD,0.91726,3.6254,7/16/2024
USD,0.91458,3.6311,7/17/2024
USD,0.91491,3.636,7/18/2024
USD,0.91827,3.6552,7/19/2024
USD,0.91827,3.6552,7/20/2024
USD,0.91827,3.6552,7/21/2024
USD,0.91844,3.6364,7/22/2024
USD,0.92081,3.6201,7/23/2024
USD,0.92183,3.6323,7/24/2024
USD,0.92157,3.6555,7/25/2024
USD,0.92081,3.6637,7/26/2024
USD,0.92081,3.6637,7/27/2024
USD,0.92081,3.6637,7/28/2024
USD,0.92447,3.7276,7/29/2024
USD,0.92387,3.7361,7/30/2024
USD,0.92353,3.77,7/31/2024
USD,0.92687,3.7867,8/1/2024
USD,0.92293,3.8035,8/2/2024
USD,0.92293,3.8035,8/3/2024
USD,0.92293,3.8035,8/4/2024
USD,0.91191,3.8312,8/5/2024
USD,0.91617,3.846,8/6/2024
USD,0.91558,3.7875,8/7/2024
USD,0.91491,3.7979,8/8/2024
USD,0.916,3.7301,8/9/2024
USD,0.916,3.7301,8/10/2024
USD,0.916,3.7301,8/11/2024
USD,0.91533,3.7685,8/12/2024
USD,0.91483,3.7375,8/13/2024
USD,0.90752,3.7324,8/14/2024
USD,0.90818,3.7027,8/15/2024
USD,0.90959,3.671,8/16/2024
USD,0.90959,3.671,8/17/2024
USD,0.90959,3.671,8/18/2024
USD,0.90572,3.705,8/19/2024
USD,0.9022,3.7056,8/20/2024
USD,0.8996,3.7239,8/21/2024
USD,0.89807,3.7229,8/22/2024
USD,0.8992,3.7033,8/23/2024
USD,0.8992,3.7033,8/24/2024
USD,0.8992,3.7033,8/25/2024
USD,0.89582,3.6698,8/26/2024
USD,0.8959,3.6853,8/27/2024
USD,0.89952,3.6664,8/28/2024
USD,0.90188,3.668,8/29/2024
USD,0.90196,3.6299,8/30/2024
USD,0.90196,3.6299,8/31/2024
USD,0.90196,3.6299,9/1/2024
USD,0.90408,3.6538,9/2/2024
USD,0.90621,3.6813,9/3/2024
USD,0.90498,3.7171,9/4/2024
USD,0.90114,3.6957,9/5/2024
USD,0.90066,3.7071,9/6/2024
USD,0.90066,3.7071,9/7/2024
USD,0.90066,3.7071,9/8/2024
USD,0.90555,3.7512,9/9/2024
USD,0.90654,3.7657,9/10/2024
USD,0.90555,3.7615,9/11/2024
USD,0.90777,3.7531,9/12/2024
USD,0.90245,3.7095,9/13/2024
USD,0.90245,3.7095,9/14/2024
USD,0.90245,3.7095,9/15/2024
USD,0.8988,3.7427,9/16/2024
USD,0.89775,3.7533,9/17/2024
USD,0.89896,3.7681,9/18/2024
USD,0.89638,3.7557,9/19/2024
USD,0.89558,3.7683,9/20/2024
USD,0.89558,3.7683,9/21/2024
USD,0.89558,3.7683,9/22/2024
USD,0.89936,3.7782,9/23/2024
USD,0.89823,3.7678,9/24/2024
USD,0.89334,3.7565,9/25/2024
USD,0.89646,3.6873,9/26/2024
USD,0.89622,3.701,9/27/2024
USD,0.89622,3.701,9/28/2024
USD,0.89622,3.701,9/29/2024
USD,0.89318,3.7059,9/30/2024
USD,0.90204,3.722,10/1/2024
USD,0.90326,3.7862,10/2/2024
USD,0.90588,3.7919,10/3/2024
USD,0.9067,3.8101,10/4/2024
USD,0.9067,3.8101,10/5/2024
USD,0.9067,3.8101,10/6/2024
USD,0.91058,3.7865,10/7/2024
USD,0.91058,3.7765,10/8/2024
USD,0.91266,3.7606,10/9/2024
USD,0.91475,3.7722,10/10/2024
USD,0.91424,3.7578,10/11/2024
USD,0.91424,3.7578,10/12/2024
USD,0.91424,3.7578,10/13/2024
USD,0.91617,3.759,10/14/2024
USD,0.91718,3.7517,10/15/2024
USD,0.91768,3.7637,10/16/2024
USD,0.9203,3.7569,10/17/2024
USD,0.92191,3.7085,10/18/2024
USD,0.92191,3.7085,10/19/2024
USD,0.92191,3.7085,10/20/2024
USD,0.9214,3.773,10/21/2024
USD,0.92413,3.777,10/22/2024
USD,0.92876,3.7935,10/23/2024
USD,0.92584,3.7778,10/24/2024
USD,0.92379,3.7933,10/25/2024
USD,0.92379,3.7933,10/26/2024
USD,0.92379,3.7933,10/27/2024
USD,0.92439,3.7278,10/28/2024
USD,0.92816,3.7403,10/29/2024
USD,0.92464,3.7184,10/30/2024
USD,0.91895,3.7163,10/31/2024
USD,0.9187,3.7373,11/1/2024
USD,0.9187,3.7373,11/2/2024
USD,0.9187,3.7373,11/3/2024
USD,0.91709,3.749,11/4/2024
USD,0.91768,3.7467,11/5/2024
USD,0.93502,3.7508,11/6/2024
USD,0.92721,3.7176,11/7/2024
USD,0.92833,3.7356,11/8/2024
USD,0.92833,3.7356,11/9/2024
USD,0.92833,3.7356,11/10/2024
USD,0.93888,3.7397,11/11/2024
USD,0.94189,3.7506,11/12/2024
USD,0.94082,3.742,11/13/2024
USD,0.9494,3.7382,11/14/2024
USD,0.94491,3.7405,11/15/2024
USD,0.94491,3.7405,11/16/2024
USD,0.94491,3.7405,11/17/2024
USD,0.94769,3.7403,11/18/2024
USD,0.94536,3.7447,11/19/2024
USD,0.94679,3.7316,11/20/2024
USD,0.95003,3.7328,11/21/2024
USD,0.96043,3.7185,11/22/2024
USD,0.96043,3.7185,11/23/2024
USD,0.96043,3.7185,11/24/2024
USD,0.95283,3.6677,11/25/2024
USD,0.95039,3.6497,11/26/2024
USD,0.94958,3.6563,11/27/2024
USD,0.94859,3.6476,11/28/2024
USD,0.94679,3.6367,11/29/2024
USD,0.94679,3.6367,11/30/2024
USD,0.94679,3.6367,12/1/2024
USD,0.95175,3.6361,12/2/2024
USD,0.95129,3.6341,12/3/2024
USD,0.95311,3.6114,12/4/2024
USD,0.94877,3.6035,12/5/2024
USD,0.94509,3.5983,12/6/2024
USD,0.94509,3.5983,12/7/2024
USD,0.94509,3.5983,12/8/2024
USD,0.94625,3.5625,12/9/2024
USD,0.94994,3.5776,12/10/2024
USD,0.95175,3.5848,12/11/2024
USD,0.9532,3.5697,12/12/2024
USD,0.95075,3.5915,12/13/2024
USD,0.95075,3.5915,12/14/2024
USD,0.95075,3.5915,12/15/2024
USD,0.95256,3.5975,12/16/2024
USD,0.95265,3.6001,12/17/2024
USD,0.95274,3.588,12/18/2024
USD,0.962,3.6216,12/19/2024
USD,0.96246,3.6631,12/20/2024
USD,0.96246,3.6631,12/21/2024
USD,0.96246,3.6631,12/22/2024
USD,0.96219,3.6503,12/23/2024
USD,0.962,3.6684,12/24/2024
USD,0.962,3.6684,12/25/2024
USD,0.962,3.6684,12/26/2024
USD,0.95831,3.6765,12/27/2024
USD,0.95831,3.6765,12/28/2024
USD,0.95831,3.6765,12/29/2024
USD,0.95749,3.6499,12/30/2024
USD,0.96256,3.6466,12/31/2024
USD,0.96256,3.6466,1/1/2025
USD,0.9689,3.6504,1/2/2025
USD,0.97097,3.6522,1/3/2025
USD,0.97097,3.6522,1/4/2025
USD,0.97097,3.6522,1/5/2025
USD,0.95914,3.6356,1/6/2025
USD,0.96219,3.6256,1/7/2025
USD,0.9722,3.6747,1/8/2025
USD,0.9704,3.6597,1/9/2025
USD,0.9705,3.6771,1/10/2025
USD,0.9705,3.6771,1/11/2025
USD,0.9705,3.6771,1/12/2025
USD,0.98058,3.6709,1/13/2025
USD,0.97609,3.6296,1/14/2025
USD,0.97087,3.6213,1/15/2025
USD,0.97352,3.6246,1/16/2025
USD,0.97106,3.5901,1/17/2025
USD,0.97106,3.5901,1/18/2025
USD,0.97106,3.5901,1/19/2025
USD,0.96937,3.5861,1/20/2025
USD,0.96553,3.5865,1/21/2025
USD,0.95758,3.5394,1/22/2025
USD,0.96117,3.5676,1/23/2025
USD,0.95493,3.5891,1/24/2025
USD,0.95493,3.5891,1/25/2025
USD,0.95493,3.5891,1/26/2025
USD,0.94967,3.6148,1/27/2025
USD,0.9596,3.6201,1/28/2025
USD,0.96191,3.5997,1/29/2025
USD,0.96126,3.5833,1/30/2025
USD,0.96219,3.5792,1/31/2025
USD,0.96219,3.5792,2/1/2025
USD,0.96219,3.5792,2/2/2025
USD,0.97333,3.6005,2/3/2025
USD,0.96759,3.5763,2/4/2025
USD,0.95951,3.5513,2/5/2025
USD,0.96525,3.561,2/6/2025
USD,0.96367,3.5532,2/7/2025
USD,0.96367,3.5532,2/8/2025
USD,0.96367,3.5532,2/9/2025
USD,0.96899,3.5649,2/10/2025
USD,0.96862,3.5924,2/11/2025
USD,0.96432,3.593,2/12/2025
USD,0.96246,3.5767,2/13/2025
USD,0.95438,3.5638,2/14/2025
USD,0.95438,3.5638,2/15/2025
USD,0.95438,3.5638,2/16/2025
USD,0.95484,3.5557,2/17/2025
USD,0.95721,3.5586,2/18/2025
USD,0.95841,3.5438,2/19/2025
USD,0.95758,3.5417,2/20/2025
USD,0.95557,3.5558,2/21/2025
USD,0.95557,3.5558,2/22/2025
USD,0.95557,3.5558,2/23/2025
USD,0.95547,3.5672,2/24/2025
USD,0.95265,3.579,2/25/2025
USD,0.95356,3.5735,2/26/2025
USD,0.95447,3.5491,2/27/2025
USD,0.96052,3.5978,2/28/2025
USD,0.96052,3.5978,3/1/2025
USD,0.96052,3.5978,3/2/2025
USD,0.95557,3.5945,3/3/2025
USD,0.94724,3.6163,3/4/2025
USD,0.9351,3.6235,3/5/2025
USD,0.92627,3.6146,3/6/2025
USD,0.92106,3.6235,3/7/2025
USD,0.92106,3.6235,3/8/2025
USD,0.92106,3.6235,3/9/2025
USD,0.92208,3.6344,3/10/2025
USD,0.91642,3.6474,3/11/2025
USD,0.91861,3.6383,3/12/2025
USD,0.92336,3.6585,3/13/2025
USD,0.91836,3.6752,3/14/2025
USD,0.91836,3.6752,3/15/2025
USD,0.91836,3.6752,3/16/2025
USD,0.91718,3.6479,3/17/2025
USD,0.91592,3.6494,3/18/2025
USD,0.91768,3.6717,3/19/2025
USD,0.92311,3.6765,3/20/2025
USD,0.92362,3.7128,3/21/2025
USD,0.92362,3.7128,3/22/2025
USD,0.92362,3.7128,3/23/2025
USD,0.92387,3.6993,3/24/2025
USD,0.92379,3.6635,3/25/2025
USD,0.92696,3.668,3/26/2025
USD,0.92721,3.6713,3/27/2025
USD,0.92618,3.6899,3/28/2025
USD,0.92618,3.6899,3/29/2025
USD,0.92618,3.6899,3/30/2025
USD,0.92464,3.7222,3/31/2025
USD,0.92696,3.7053,4/1/2025
USD,0.92567,3.7005,4/2/2025
USD,0.90114,3.6874,4/3/2025
USD,0.9044,3.7301,4/4/2025
USD,0.9044,3.7301,4/5/2025
USD,0.9044,3.7301,4/6/2025
USD,0.91183,3.7844,4/7/2025
USD,0.91324,3.7596,4/8/2025
USD,0.90539,3.8131,4/9/2025
USD,0.90236,3.781,4/10/2025
USD,0.88137,3.7209,4/11/2025
USD,0.88137,3.7209,4/12/2025
USD,0.88137,3.7209,4/13/2025
USD,0.87897,3.6837,4/14/2025
USD,0.88308,3.691,4/15/2025
USD,0.88067,3.6833,4/16/2025
USD,0.88028,3.6842,4/17/2025
USD,0.88028,3.6842,4/18/2025
USD,0.88028,3.6842,4/19/2025
USD,0.88028,3.6842,4/20/2025
USD,0.88028,3.6842,4/21/2025
USD,0.87138,3.7192,4/22/2025
USD,0.87604,3.6661,4/23/2025
USD,0.87904,3.646,4/24/2025
USD,0.88051,3.621,4/25/2025
USD,0.88051,3.621,4/26/2025
USD,0.88051,3.621,4/27/2025
USD,0.88044,3.6322,4/28/2025
USD,0.87928,3.6216,4/29/2025
USD,0.87928,3.6253,4/30/2025
USD,0.87928,3.6253,5/1/2025
USD,0.8816,3.6058,5/2/2025
USD,0.8816,3.6058,5/3/2025
USD,0.8816,3.6058,5/4/2025
USD,0.8816,3.6135,5/5/2025
USD,0.883,3.6189,5/6/2025
USD,0.88028,3.5842,5/7/2025
USD,0.88519,3.5786,5/8/2025
USD,0.88873,3.5485,5/9/2025
USD,0.88873,3.5485,5/10/2025
USD,0.88873,3.5485,5/11/2025
USD,0.90041,3.5488,5/12/2025
USD,0.89993,3.577,5/13/2025
USD,0.89174,3.5506,5/14/2025
USD,0.89405,3.5411,5/15/2025
USD,0.89334,3.5517,5/16/2025
USD,0.89334,3.5517,5/17/2025
USD,0.89334,3.5517,5/18/2025
USD,0.88794,3.5513,5/19/2025
USD,0.8896,3.529,5/20/2025
USD,0.88331,3.5527,5/21/2025
USD,0.88425,3.595,5/22/2025
USD,0.88488,3.6219,5/23/2025
USD,0.88488,3.6219,5/24/2025
USD,0.88488,3.6219,5/25/2025
USD,0.87866,3.5704,5/26/2025
USD,0.88059,3.5394,5/27/2025
USD,0.88363,3.538,5/28/2025
USD,0.88645,3.5078,5/29/2025
USD,0.88191,3.5066,5/30/2025
USD,0.88191,3.5066,5/31/2025
USD,0.88191,3.5066,6/1/2025
USD,0.87573,3.5147,6/2/2025
USD,0.87827,3.5235,6/3/2025
USD,0.87843,3.5033,6/4/2025
USD,0.87543,3.4873,6/5/2025
USD,0.87635,3.4953,6/6/2025
USD,0.87635,3.4953,6/7/2025
USD,0.87635,3.4953,6/8/2025
USD,0.87642,3.4848,6/9/2025
USD,0.87497,3.4975,6/10/2025
USD,0.87466,3.5006,6/11/2025
USD,0.86252,3.5606,6/12/2025
USD,0.86866,3.5982,6/13/2025
USD,0.86866,3.5982,6/14/2025
USD,0.86866,3.5982,6/15/2025
USD,0.86401,3.5216,6/16/2025
USD,0.86445,3.5018,6/17/2025
USD,0.86896,3.4961,6/18/2025
USD,0.87123,3.4827,6/19/2025
USD,0.86843,3.4759,6/20/2025
USD,0.86843,3.4759,6/21/2025
USD,0.86843,3.4759,6/22/2025
USD,0.87169,3.4746,6/23/2025
USD,0.86155,3.3993,6/24/2025
USD,0.86222,3.4055,6/25/2025
USD,0.85507,3.3916,6/26/2025
USD,0.85441,3.3806,6/27/2025
USD,0.85441,3.3806,6/28/2025
USD,0.85441,3.3806,6/29/2025
USD,0.85324,3.3696,6/30/2025
USD,0.84674,3.3711,7/1/2025
USD,0.8507,3.3745,7/2/2025
USD,0.84875,3.3578,7/3/2025
USD,0.84983,3.3505,7/4/2025
USD,0.84983,3.3505,7/5/2025
USD,0.84983,3.3505,7/6/2025
USD,0.85266,3.3356,7/7/2025
USD,0.85339,3.3547,7/8/2025
USD,0.85485,3.3299,7/9/2025
USD,0.85404,3.3064,7/10/2025
USD,0.85594,3.3346,7/11/2025
USD,0.85594,3.3346,7/12/2025
USD,0.85594,3.3346,7/13/2025
